Country,ISO3,Year,Gender,Age,Population,StartAge
WORLD,,1950.0,Male,0-4,174647.3905,0
WORLD,,1951.0,Male,0-4,182143.7825,0
WORLD,,1952.0,Male,0-4,189197.7125,0
WORLD,,1953.0,Male,0-4,196306.916,0
WORLD,,1954.0,Male,0-4,202386.962,0
WORLD,,1955.0,Male,0-4,207810.9915,0
WORLD,,1956.0,Male,0-4,212741.511,0
WORLD,,1957.0,Male,0-4,217359.548,0
WORLD,,1958.0,Male,0-4,221485.819,0
WORLD,,1959.0,Male,0-4,223252.0245,0
WORLD,,1960.0,Male,0-4,222727.37,0
WORLD,,1961.0,Male,0-4,222030.558,0
WORLD,,1962.0,Male,0-4,224158.077,0
WORLD,,1963.0,Male,0-4,230897.137,0
WORLD,,1964.0,Male,0-4,239720.4305,0
WORLD,,1965.0,Male,0-4,248185.789,0
WORLD,,1966.0,Male,0-4,256296.1015,0
WORLD,,1967.0,Male,0-4,261582.917,0
WORLD,,1968.0,Male,0-4,263726.0195,0
WORLD,,1969.0,Male,0-4,265956.6455,0
WORLD,,1970.0,Male,0-4,269075.0035,0
WORLD,,1971.0,Male,0-4,272513.824,0
WORLD,,1972.0,Male,0-4,276067.2315,0
WORLD,,1973.0,Male,0-4,278594.1305,0
WORLD,,1974.0,Male,0-4,279713.3115,0
WORLD,,1975.0,Male,0-4,279727.203,0
WORLD,,1976.0,Male,0-4,279031.664,0
WORLD,,1977.0,Male,0-4,278331.5605,0
WORLD,,1978.0,Male,0-4,277773.662,0
WORLD,,1979.0,Male,0-4,278464.4,0
WORLD,,1980.0,Male,0-4,281025.967,0
WORLD,,1981.0,Male,0-4,285101.389,0
WORLD,,1982.0,Male,0-4,290787.0375,0
WORLD,,1983.0,Male,0-4,296763.3675,0
WORLD,,1984.0,Male,0-4,301878.346,0
WORLD,,1985.0,Male,0-4,306729.434,0
WORLD,,1986.0,Male,0-4,311639.466,0
WORLD,,1987.0,Male,0-4,316531.2835,0
WORLD,,1988.0,Male,0-4,321333.4005,0
WORLD,,1989.0,Male,0-4,326098.84,0
WORLD,,1990.0,Male,0-4,330438.039,0
WORLD,,1991.0,Male,0-4,332500.014,0
WORLD,,1992.0,Male,0-4,331715.3985,0
WORLD,,1993.0,Male,0-4,330068.0475,0
WORLD,,1994.0,Male,0-4,327839.743,0
WORLD,,1995.0,Male,0-4,324693.686,0
WORLD,,1996.0,Male,0-4,322222.885,0
WORLD,,1997.0,Male,0-4,321085.882,0
WORLD,,1998.0,Male,0-4,320337.1825,0
WORLD,,1999.0,Male,0-4,319904.785,0
WORLD,,2000.0,Male,0-4,320174.4335,0
WORLD,,2001.0,Male,0-4,321100.219,0
WORLD,,2002.0,Male,0-4,322421.477,0
WORLD,,2003.0,Male,0-4,324100.226,0
WORLD,,2004.0,Male,0-4,326033.947,0
WORLD,,2005.0,Male,0-4,327768.007,0
WORLD,,2006.0,Male,0-4,329458.4645,0
WORLD,,2007.0,Male,0-4,331851.0335,0
WORLD,,2008.0,Male,0-4,335021.0585,0
WORLD,,2009.0,Male,0-4,338565.9795,0
WORLD,,2010.0,Male,0-4,342031.3915,0
WORLD,,2011.0,Male,0-4,345352.9025,0
WORLD,,2012.0,Male,0-4,348728.807,0
WORLD,,2013.0,Male,0-4,351561.4565,0
WORLD,,2014.0,Male,0-4,353496.594,0
WORLD,,2015.0,Male,0-4,354791.4615,0
WORLD,,2016.0,Male,0-4,355704.4225,0
WORLD,,2017.0,Male,0-4,355934.413,0
WORLD,,2018.0,Male,0-4,354861.5395,0
WORLD,,2019.0,Male,0-4,352683.7915,0
WORLD,,2020.0,Male,0-4,349488.397,0
WORLD,,2021.0,Male,0-4,345268.9625,0
WORLD,,1950.0,Female,0-4,167229.4045,0
WORLD,,1951.0,Female,0-4,174456.9755,0
WORLD,,1952.0,Female,0-4,181289.1185,0
WORLD,,1953.0,Female,0-4,188088.6405,0
WORLD,,1954.0,Female,0-4,193929.427,0
WORLD,,1955.0,Female,0-4,199139.777,0
WORLD,,1956.0,Female,0-4,203824.109,0
WORLD,,1957.0,Female,0-4,208223.271,0
WORLD,,1958.0,Female,0-4,212175.687,0
WORLD,,1959.0,Female,0-4,213865.991,0
WORLD,,1960.0,Female,0-4,213290.901,0
WORLD,,1961.0,Female,0-4,212559.876,0
WORLD,,1962.0,Female,0-4,214568.074,0
WORLD,,1963.0,Female,0-4,220978.2155,0
WORLD,,1964.0,Female,0-4,229359.0495,0
WORLD,,1965.0,Female,0-4,237394.1025,0
WORLD,,1966.0,Female,0-4,245068.7215,0
WORLD,,1967.0,Female,0-4,250063.56,0
WORLD,,1968.0,Female,0-4,252078.461,0
WORLD,,1969.0,Female,0-4,254186.146,0
WORLD,,1970.0,Female,0-4,257143.9765,0
WORLD,,1971.0,Female,0-4,260367.336,0
WORLD,,1972.0,Female,0-4,263663.788,0
WORLD,,1973.0,Female,0-4,265976.9465,0
WORLD,,1974.0,Female,0-4,266939.7815,0
WORLD,,1975.0,Female,0-4,266847.078,0
WORLD,,1976.0,Female,0-4,266095.376,0
WORLD,,1977.0,Female,0-4,265347.9925,0
WORLD,,1978.0,Female,0-4,264751.0965,0
WORLD,,1979.0,Female,0-4,265335.173,0
WORLD,,1980.0,Female,0-4,267666.5075,0
WORLD,,1981.0,Female,0-4,271438.4115,0
WORLD,,1982.0,Female,0-4,276743.375,0
WORLD,,1983.0,Female,0-4,282322.504,0
WORLD,,1984.0,Female,0-4,287073.285,0
WORLD,,1985.0,Female,0-4,291549.023,0
WORLD,,1986.0,Female,0-4,296037.233,0
WORLD,,1987.0,Female,0-4,300421.959,0
WORLD,,1988.0,Female,0-4,304631.081,0
WORLD,,1989.0,Female,0-4,308720.577,0
WORLD,,1990.0,Female,0-4,312310.03,0
WORLD,,1991.0,Female,0-4,313745.3715,0
WORLD,,1992.0,Female,0-4,312583.9335,0
WORLD,,1993.0,Female,0-4,310640.6995,0
WORLD,,1994.0,Female,0-4,308155.201,0
WORLD,,1995.0,Female,0-4,304867.4425,0
WORLD,,1996.0,Female,0-4,302236.5545,0
WORLD,,1997.0,Female,0-4,300845.661,0
WORLD,,1998.0,Female,0-4,299873.289,0
WORLD,,1999.0,Female,0-4,299285.341,0
WORLD,,2000.0,Female,0-4,299390.5895,0
WORLD,,2001.0,Female,0-4,300151.8555,0
WORLD,,2002.0,Female,0-4,301356.315,0
WORLD,,2003.0,Female,0-4,302926.2725,0
WORLD,,2004.0,Female,0-4,304754.893,0
WORLD,,2005.0,Female,0-4,306439.138,0
WORLD,,2006.0,Female,0-4,308098.4435,0
WORLD,,2007.0,Female,0-4,310374.0905,0
WORLD,,2008.0,Female,0-4,313345.1235,0
WORLD,,2009.0,Female,0-4,316675.963,0
WORLD,,2010.0,Female,0-4,319968.4305,0
WORLD,,2011.0,Female,0-4,323156.5275,0
WORLD,,2012.0,Female,0-4,326412.3025,0
WORLD,,2013.0,Female,0-4,329218.1455,0
WORLD,,2014.0,Female,0-4,331256.4545,0
WORLD,,2015.0,Female,0-4,332742.533,0
WORLD,,2016.0,Female,0-4,333893.5,0
WORLD,,2017.0,Female,0-4,334426.328,0
WORLD,,2018.0,Female,0-4,333798.9,0
WORLD,,2019.0,Female,0-4,332188.8295,0
WORLD,,2020.0,Female,0-4,329657.805,0
WORLD,,2021.0,Female,0-4,326208.3375,0
WORLD,,1950.0,Male,5-9,136914.0085,5
WORLD,,1951.0,Male,5-9,138781.647,5
WORLD,,1952.0,Male,5-9,142468.406,5
WORLD,,1953.0,Male,5-9,147418.835,5
WORLD,,1954.0,Male,5-9,153897.3815,5
WORLD,,1955.0,Male,5-9,161721.3915,5
WORLD,,1956.0,Male,5-9,169341.4455,5
WORLD,,1957.0,Male,5-9,176593.317,5
WORLD,,1958.0,Male,5-9,182993.641,5
WORLD,,1959.0,Male,5-9,188661.892,5
WORLD,,1960.0,Male,5-9,194061.089,5
WORLD,,1961.0,Male,5-9,198600.35,5
WORLD,,1962.0,Male,5-9,202833.492,5
WORLD,,1963.0,Male,5-9,206667.0185,5
WORLD,,1964.0,Male,5-9,208800.543,5
WORLD,,1965.0,Male,5-9,209632.842,5
WORLD,,1966.0,Male,5-9,210362.885,5
WORLD,,1967.0,Male,5-9,212880.9245,5
WORLD,,1968.0,Male,5-9,219323.0765,5
WORLD,,1969.0,Male,5-9,227923.98,5
WORLD,,1970.0,Male,5-9,236349.8635,5
WORLD,,1971.0,Male,5-9,244431.536,5
WORLD,,1972.0,Male,5-9,249753.938,5
WORLD,,1973.0,Male,5-9,251969.048,5
WORLD,,1974.0,Male,5-9,254265.184,5
WORLD,,1975.0,Male,5-9,257566.071,5
WORLD,,1976.0,Male,5-9,261400.025,5
WORLD,,1977.0,Male,5-9,265342.612,5
WORLD,,1978.0,Male,5-9,268079.7815,5
WORLD,,1979.0,Male,5-9,269470.4285,5
WORLD,,1980.0,Male,5-9,269755.149,5
WORLD,,1981.0,Male,5-9,269151.02,5
WORLD,,1982.0,Male,5-9,268502.8145,5
WORLD,,1983.0,Male,5-9,268072.828,5
WORLD,,1984.0,Male,5-9,268881.7595,5
WORLD,,1985.0,Male,5-9,271630.2255,5
WORLD,,1986.0,Male,5-9,275969.448,5
WORLD,,1987.0,Male,5-9,281813.5165,5
WORLD,,1988.0,Male,5-9,287852.5055,5
WORLD,,1989.0,Male,5-9,293011.951,5
WORLD,,1990.0,Male,5-9,297849.6715,5
WORLD,,1991.0,Male,5-9,302793.9865,5
WORLD,,1992.0,Male,5-9,307856.2615,5
WORLD,,1993.0,Male,5-9,312934.413,5
WORLD,,1994.0,Male,5-9,317849.836,5
WORLD,,1995.0,Male,5-9,322293.7545,5
WORLD,,1996.0,Male,5-9,324656.246,5
WORLD,,1997.0,Male,5-9,324119.93,5
WORLD,,1998.0,Male,5-9,322514.958,5
WORLD,,1999.0,Male,5-9,320359.596,5
WORLD,,2000.0,Male,5-9,317337.7325,5
WORLD,,2001.0,Male,5-9,314930.5595,5
WORLD,,2002.0,Male,5-9,313942.7955,5
WORLD,,2003.0,Male,5-9,313511.9565,5
WORLD,,2004.0,Male,5-9,313413.76,5
WORLD,,2005.0,Male,5-9,313999.237,5
WORLD,,2006.0,Male,5-9,315242.272,5
WORLD,,2007.0,Male,5-9,316709.3125,5
WORLD,,2008.0,Male,5-9,318436.139,5
WORLD,,2009.0,Male,5-9,320475.9995,5
WORLD,,2010.0,Male,5-9,322398.779,5
WORLD,,2011.0,Male,5-9,324352.319,5
WORLD,,2012.0,Male,5-9,327049.6305,5
WORLD,,2013.0,Male,5-9,330531.967,5
WORLD,,2014.0,Male,5-9,334404.8865,5
WORLD,,2015.0,Male,5-9,338234.6095,5
WORLD,,2016.0,Male,5-9,341832.077,5
WORLD,,2017.0,Male,5-9,345307.5275,5
WORLD,,2018.0,Male,5-9,348162.5305,5
WORLD,,2019.0,Male,5-9,350161.0105,5
WORLD,,2020.0,Male,5-9,351560.249,5
WORLD,,2021.0,Male,5-9,352537.171,5
WORLD,,1950.0,Female,5-9,130816.575,5
WORLD,,1951.0,Female,5-9,132699.3415,5
WORLD,,1952.0,Female,5-9,136303.7285,5
WORLD,,1953.0,Female,5-9,141134.2505,5
WORLD,,1954.0,Female,5-9,147323.028,5
WORLD,,1955.0,Female,5-9,154806.807,5
WORLD,,1956.0,Female,5-9,162184.5765,5
WORLD,,1957.0,Female,5-9,169203.1905,5
WORLD,,1958.0,Female,5-9,175417.997,5
WORLD,,1959.0,Female,5-9,180953.691,5
WORLD,,1960.0,Female,5-9,186120.8935,5
WORLD,,1961.0,Female,5-9,190383.413,5
WORLD,,1962.0,Female,5-9,194348.953,5
WORLD,,1963.0,Female,5-9,197905.214,5
WORLD,,1964.0,Female,5-9,199849.1535,5
WORLD,,1965.0,Female,5-9,200585.3315,5
WORLD,,1966.0,Female,5-9,201277.6345,5
WORLD,,1967.0,Female,5-9,203697.069,5
WORLD,,1968.0,Female,5-9,209822.448,5
WORLD,,1969.0,Female,5-9,217992.006,5
WORLD,,1970.0,Female,5-9,226032.8795,5
WORLD,,1971.0,Female,5-9,233736.3935,5
WORLD,,1972.0,Female,5-9,238797.501,5
WORLD,,1973.0,Female,5-9,240902.0195,5
WORLD,,1974.0,Female,5-9,243070.241,5
WORLD,,1975.0,Female,5-9,246155.6735,5
WORLD,,1976.0,Female,5-9,249705.875,5
WORLD,,1977.0,Female,5-9,253342.7015,5
WORLD,,1978.0,Female,5-9,255838.351,5
WORLD,,1979.0,Female,5-9,257053.3675,5
WORLD,,1980.0,Female,5-9,257233.4245,5
WORLD,,1981.0,Female,5-9,256611.935,5
WORLD,,1982.0,Female,5-9,255964.9375,5
WORLD,,1983.0,Female,5-9,255523.4235,5
WORLD,,1984.0,Female,5-9,256237.8125,5
WORLD,,1985.0,Female,5-9,258758.8245,5
WORLD,,1986.0,Female,5-9,262795.796,5
WORLD,,1987.0,Female,5-9,268282.972,5
WORLD,,1988.0,Female,5-9,273969.5205,5
WORLD,,1989.0,Female,5-9,278798.0765,5
WORLD,,1990.0,Female,5-9,283282.9085,5
WORLD,,1991.0,Female,5-9,287818.2845,5
WORLD,,1992.0,Female,5-9,292367.4945,5
WORLD,,1993.0,Female,5-9,296844.9665,5
WORLD,,1994.0,Female,5-9,301079.522,5
WORLD,,1995.0,Female,5-9,304783.5785,5
WORLD,,1996.0,Female,5-9,306533.7355,5
WORLD,,1997.0,Female,5-9,305619.301,5
WORLD,,1998.0,Female,5-9,303725.451,5
WORLD,,1999.0,Female,5-9,301324.398,5
WORLD,,2000.0,Female,5-9,298160.5075,5
WORLD,,2001.0,Female,5-9,295610.3185,5
WORLD,,2002.0,Female,5-9,294378.243,5
WORLD,,2003.0,Female,5-9,293690.7555,5
WORLD,,2004.0,Female,5-9,293382.7695,5
WORLD,,2005.0,Female,5-9,293755.6145,5
WORLD,,2006.0,Female,5-9,294788.741,5
WORLD,,2007.0,Female,5-9,296120.8655,5
WORLD,,2008.0,Female,5-9,297758.523,5
WORLD,,2009.0,Female,5-9,299704.9755,5
WORLD,,2010.0,Female,5-9,301576.476,5
WORLD,,2011.0,Female,5-9,303494.4165,5
WORLD,,2012.0,Female,5-9,306063.673,5
WORLD,,2013.0,Female,5-9,309335.4175,5
WORLD,,2014.0,Female,5-9,312977.2425,5
WORLD,,2015.0,Female,5-9,316590.5505,5
WORLD,,2016.0,Female,5-9,320010.349,5
WORLD,,2017.0,Female,5-9,323345.6385,5
WORLD,,2018.0,Female,5-9,326162.189,5
WORLD,,2019.0,Female,5-9,328256.1555,5
WORLD,,2020.0,Female,5-9,329850.2605,5
WORLD,,2021.0,Female,5-9,331074.621,5
WORLD,,1950.0,Male,10-14,132112.8745,10
WORLD,,1951.0,Male,10-14,132760.8505,10
WORLD,,1952.0,Male,10-14,132943.06,10
WORLD,,1953.0,Male,10-14,132943.337,10
WORLD,,1954.0,Male,10-14,133362.618,10
WORLD,,1955.0,Male,10-14,134266.4415,10
WORLD,,1956.0,Male,10-14,136225.4085,10
WORLD,,1957.0,Male,10-14,140014.1,10
WORLD,,1958.0,Male,10-14,145587.5005,10
WORLD,,1959.0,Male,10-14,152292.6695,10
WORLD,,1960.0,Male,10-14,159491.0325,10
WORLD,,1961.0,Male,10-14,166366.477,10
WORLD,,1962.0,Male,10-14,172778.165,10
WORLD,,1963.0,Male,10-14,179024.916,10
WORLD,,1964.0,Male,10-14,184880.4125,10
WORLD,,1965.0,Male,10-14,190470.799,10
WORLD,,1966.0,Male,10-14,195319.045,10
WORLD,,1967.0,Male,10-14,199716.213,10
WORLD,,1968.0,Male,10-14,203649.7675,10
WORLD,,1969.0,Male,10-14,205914.8365,10
WORLD,,1970.0,Male,10-14,206854.119,10
WORLD,,1971.0,Male,10-14,207637.0465,10
WORLD,,1972.0,Male,10-14,210197.5455,10
WORLD,,1973.0,Male,10-14,216611.7025,10
WORLD,,1974.0,Male,10-14,225126.7085,10
WORLD,,1975.0,Male,10-14,233430.907,10
WORLD,,1976.0,Male,10-14,241323.997,10
WORLD,,1977.0,Male,10-14,246537.802,10
WORLD,,1978.0,Male,10-14,248777.348,10
WORLD,,1979.0,Male,10-14,251124.13,10
WORLD,,1980.0,Male,10-14,254515.584,10
WORLD,,1981.0,Male,10-14,258404.256,10
WORLD,,1982.0,Male,10-14,262385.805,10
WORLD,,1983.0,Male,10-14,265208.7045,10
WORLD,,1984.0,Male,10-14,266594.1195,10
WORLD,,1985.0,Male,10-14,266821.382,10
WORLD,,1986.0,Male,10-14,266209.022,10
WORLD,,1987.0,Male,10-14,265553.633,10
WORLD,,1988.0,Male,10-14,265156.4525,10
WORLD,,1989.0,Male,10-14,266084.8105,10
WORLD,,1990.0,Male,10-14,268905.756,10
WORLD,,1991.0,Male,10-14,273240.3365,10
WORLD,,1992.0,Male,10-14,279158.758,10
WORLD,,1993.0,Male,10-14,285429.8605,10
WORLD,,1994.0,Male,10-14,290758.6675,10
WORLD,,1995.0,Male,10-14,295727.6885,10
WORLD,,1996.0,Male,10-14,300833.79,10
WORLD,,1997.0,Male,10-14,305886.757,10
WORLD,,1998.0,Male,10-14,310810.377,10
WORLD,,1999.0,Male,10-14,315678.9415,10
WORLD,,2000.0,Male,10-14,320142.251,10
WORLD,,2001.0,Male,10-14,322475.596,10
WORLD,,2002.0,Male,10-14,321998.541,10
WORLD,,2003.0,Male,10-14,320524.3775,10
WORLD,,2004.0,Male,10-14,318482.9495,10
WORLD,,2005.0,Male,10-14,315588.865,10
WORLD,,2006.0,Male,10-14,313345.193,10
WORLD,,2007.0,Male,10-14,312447.4,10
WORLD,,2008.0,Male,10-14,312027.639,10
WORLD,,2009.0,Male,10-14,311933.6185,10
WORLD,,2010.0,Male,10-14,312535.6255,10
WORLD,,2011.0,Male,10-14,313813.395,10
WORLD,,2012.0,Male,10-14,315341.5175,10
WORLD,,2013.0,Male,10-14,317133.78,10
WORLD,,2014.0,Male,10-14,319245.117,10
WORLD,,2015.0,Male,10-14,321277.6075,10
WORLD,,2016.0,Male,10-14,323372.341,10
WORLD,,2017.0,Male,10-14,326212.1605,10
WORLD,,2018.0,Male,10-14,329760.726,10
WORLD,,2019.0,Male,10-14,333619.837,10
WORLD,,2020.0,Male,10-14,337363.691,10
WORLD,,2021.0,Male,10-14,340824.6295,10
WORLD,,1950.0,Female,10-14,125967.9935,10
WORLD,,1951.0,Female,10-14,126430.779,10
WORLD,,1952.0,Female,10-14,126612.301,10
WORLD,,1953.0,Female,10-14,126694.8145,10
WORLD,,1954.0,Female,10-14,127176.485,10
WORLD,,1955.0,Female,10-14,128156.1465,10
WORLD,,1956.0,Female,10-14,130118.939,10
WORLD,,1957.0,Female,10-14,133799.209,10
WORLD,,1958.0,Female,10-14,139192.662,10
WORLD,,1959.0,Female,10-14,145615.265,10
WORLD,,1960.0,Female,10-14,152569.2975,10
WORLD,,1961.0,Female,10-14,159303.2865,10
WORLD,,1962.0,Female,10-14,165562.1545,10
WORLD,,1963.0,Female,10-14,171578.736,10
WORLD,,1964.0,Female,10-14,177233.3875,10
WORLD,,1965.0,Female,10-14,182579.3795,10
WORLD,,1966.0,Female,10-14,187167.837,10
WORLD,,1967.0,Female,10-14,191328.72,10
WORLD,,1968.0,Female,10-14,194995.0145,10
WORLD,,1969.0,Female,10-14,197053.4185,10
WORLD,,1970.0,Female,10-14,197805.8545,10
WORLD,,1971.0,Female,10-14,198464.243,10
WORLD,,1972.0,Female,10-14,200887.847,10
WORLD,,1973.0,Female,10-14,207008.9015,10
WORLD,,1974.0,Female,10-14,215156.1385,10
WORLD,,1975.0,Female,10-14,223100.4715,10
WORLD,,1976.0,Female,10-14,230679.0205,10
WORLD,,1977.0,Female,10-14,235722.535,10
WORLD,,1978.0,Female,10-14,237888.5825,10
WORLD,,1979.0,Female,10-14,240106.858,10
WORLD,,1980.0,Female,10-14,243202.201,10
WORLD,,1981.0,Female,10-14,246756.685,10
WORLD,,1982.0,Female,10-14,250480.679,10
WORLD,,1983.0,Female,10-14,253114.479,10
WORLD,,1984.0,Female,10-14,254421.135,10
WORLD,,1985.0,Female,10-14,254653.0365,10
WORLD,,1986.0,Female,10-14,254058.2115,10
WORLD,,1987.0,Female,10-14,253407.075,10
WORLD,,1988.0,Female,10-14,253013.1635,10
WORLD,,1989.0,Female,10-14,253837.1725,10
WORLD,,1990.0,Female,10-14,256425.363,10
WORLD,,1991.0,Female,10-14,260494.0275,10
WORLD,,1992.0,Female,10-14,266088.3325,10
WORLD,,1993.0,Female,10-14,271976.13,10
WORLD,,1994.0,Female,10-14,276921.356,10
WORLD,,1995.0,Female,10-14,281536.2575,10
WORLD,,1996.0,Female,10-14,286258.161,10
WORLD,,1997.0,Female,10-14,290804.6925,10
WORLD,,1998.0,Female,10-14,295139.2935,10
WORLD,,1999.0,Female,10-14,299366.1255,10
WORLD,,2000.0,Female,10-14,303114.668,10
WORLD,,2001.0,Female,10-14,304845.5555,10
WORLD,,2002.0,Female,10-14,304008.41,10
WORLD,,2003.0,Female,10-14,302262.839,10
WORLD,,2004.0,Female,10-14,299982.7665,10
WORLD,,2005.0,Female,10-14,296942.565,10
WORLD,,2006.0,Female,10-14,294509.9775,10
WORLD,,2007.0,Female,10-14,293295.2795,10
WORLD,,2008.0,Female,10-14,292565.0115,10
WORLD,,2009.0,Female,10-14,292239.0035,10
WORLD,,2010.0,Female,10-14,292592.5075,10
WORLD,,2011.0,Female,10-14,293602.094,10
WORLD,,2012.0,Female,10-14,294958.768,10
WORLD,,2013.0,Female,10-14,296653.88,10
WORLD,,2014.0,Female,10-14,298687.428,10
WORLD,,2015.0,Female,10-14,300669.877,10
WORLD,,2016.0,Female,10-14,302705.248,10
WORLD,,2017.0,Female,10-14,305384.3375,10
WORLD,,2018.0,Female,10-14,308690.7095,10
WORLD,,2019.0,Female,10-14,312295.931,10
WORLD,,2020.0,Female,10-14,315818.337,10
WORLD,,2021.0,Female,10-14,319109.6125,10
WORLD,,1950.0,Male,15-19,120512.8595,15
WORLD,,1951.0,Male,15-19,122350.8235,15
WORLD,,1952.0,Male,15-19,124690.8365,15
WORLD,,1953.0,Male,15-19,126730.587,15
WORLD,,1954.0,Male,15-19,128197.856,15
WORLD,,1955.0,Male,15-19,129263.629,15
WORLD,,1956.0,Male,15-19,129939.9825,15
WORLD,,1957.0,Male,15-19,130147.454,15
WORLD,,1958.0,Male,15-19,130431.5135,15
WORLD,,1959.0,Male,15-19,130964.0535,15
WORLD,,1960.0,Male,15-19,131584.9785,15
WORLD,,1961.0,Male,15-19,133459.5975,15
WORLD,,1962.0,Male,15-19,137471.7515,15
WORLD,,1963.0,Male,15-19,142835.18,15
WORLD,,1964.0,Male,15-19,149145.029,15
WORLD,,1965.0,Male,15-19,156328.756,15
WORLD,,1966.0,Male,15-19,163283.114,15
WORLD,,1967.0,Male,15-19,169740.761,15
WORLD,,1968.0,Male,15-19,175999.024,15
WORLD,,1969.0,Male,15-19,181864.0165,15
WORLD,,1970.0,Male,15-19,187418.06,15
WORLD,,1971.0,Male,15-19,192216.246,15
WORLD,,1972.0,Male,15-19,196538.8195,15
WORLD,,1973.0,Male,15-19,200447.4565,15
WORLD,,1974.0,Male,15-19,202740.205,15
WORLD,,1975.0,Male,15-19,203693.347,15
WORLD,,1976.0,Male,15-19,204444.8045,15
WORLD,,1977.0,Male,15-19,206954.4945,15
WORLD,,1978.0,Male,15-19,213245.4505,15
WORLD,,1979.0,Male,15-19,221492.371,15
WORLD,,1980.0,Male,15-19,229741.516,15
WORLD,,1981.0,Male,15-19,237893.5435,15
WORLD,,1982.0,Male,15-19,243400.1235,15
WORLD,,1983.0,Male,15-19,245934.345,15
WORLD,,1984.0,Male,15-19,248593.9485,15
WORLD,,1985.0,Male,15-19,252238.548,15
WORLD,,1986.0,Male,15-19,256287.273,15
WORLD,,1987.0,Male,15-19,260337.463,15
WORLD,,1988.0,Male,15-19,263153.988,15
WORLD,,1989.0,Male,15-19,264448.636,15
WORLD,,1990.0,Male,15-19,264502.3635,15
WORLD,,1991.0,Male,15-19,263706.886,15
WORLD,,1992.0,Male,15-19,262924.9625,15
WORLD,,1993.0,Male,15-19,262521.929,15
WORLD,,1994.0,Male,15-19,263526.8125,15
WORLD,,1995.0,Male,15-19,266517.378,15
WORLD,,1996.0,Male,15-19,271102.1135,15
WORLD,,1997.0,Male,15-19,277186.3195,15
WORLD,,1998.0,Male,15-19,283459.486,15
WORLD,,1999.0,Male,15-19,288773.1365,15
WORLD,,2000.0,Male,15-19,293685.4205,15
WORLD,,2001.0,Male,15-19,298640.566,15
WORLD,,2002.0,Male,15-19,303540.178,15
WORLD,,2003.0,Male,15-19,308318.626,15
WORLD,,2004.0,Male,15-19,313112.978,15
WORLD,,2005.0,Male,15-19,317669.7195,15
WORLD,,2006.0,Male,15-19,320205.565,15
WORLD,,2007.0,Male,15-19,319868.355,15
WORLD,,2008.0,Male,15-19,318428.1525,15
WORLD,,2009.0,Male,15-19,316364.5875,15
WORLD,,2010.0,Male,15-19,313507.964,15
WORLD,,2011.0,Male,15-19,311288.718,15
WORLD,,2012.0,Male,15-19,310365.646,15
WORLD,,2013.0,Male,15-19,310005.83,15
WORLD,,2014.0,Male,15-19,310107.221,15
WORLD,,2015.0,Male,15-19,310916.6255,15
WORLD,,2016.0,Male,15-19,312292.4125,15
WORLD,,2017.0,Male,15-19,313908.2305,15
WORLD,,2018.0,Male,15-19,315757.263,15
WORLD,,2019.0,Male,15-19,317842.2105,15
WORLD,,2020.0,Male,15-19,319816.719,15
WORLD,,2021.0,Male,15-19,321861.5515,15
WORLD,,1950.0,Female,15-19,116660.5075,15
WORLD,,1951.0,Female,15-19,118166.7015,15
WORLD,,1952.0,Female,15-19,120029.3505,15
WORLD,,1953.0,Female,15-19,121784.8545,15
WORLD,,1954.0,Female,15-19,122995.875,15
WORLD,,1955.0,Female,15-19,123761.2605,15
WORLD,,1956.0,Female,15-19,124269.472,15
WORLD,,1957.0,Female,15-19,124456.483,15
WORLD,,1958.0,Female,15-19,124771.628,15
WORLD,,1959.0,Female,15-19,125386.9,15
WORLD,,1960.0,Female,15-19,126100.187,15
WORLD,,1961.0,Female,15-19,127944.5065,15
WORLD,,1962.0,Female,15-19,131795.6925,15
WORLD,,1963.0,Female,15-19,137051.6785,15
WORLD,,1964.0,Female,15-19,143183.427,15
WORLD,,1965.0,Female,15-19,150156.727,15
WORLD,,1966.0,Female,15-19,156988.3485,15
WORLD,,1967.0,Female,15-19,163290.0565,15
WORLD,,1968.0,Female,15-19,169351.705,15
WORLD,,1969.0,Female,15-19,175083.53,15
WORLD,,1970.0,Female,15-19,180526.9815,15
WORLD,,1971.0,Female,15-19,185137.8755,15
WORLD,,1972.0,Female,15-19,189191.0345,15
WORLD,,1973.0,Female,15-19,192768.564,15
WORLD,,1974.0,Female,15-19,194758.452,15
WORLD,,1975.0,Female,15-19,195516.0185,15
WORLD,,1976.0,Female,15-19,196198.1815,15
WORLD,,1977.0,Female,15-19,198611.275,15
WORLD,,1978.0,Female,15-19,204684.2905,15
WORLD,,1979.0,Female,15-19,212746.332,15
WORLD,,1980.0,Female,15-19,220712.7025,15
WORLD,,1981.0,Female,15-19,228405.7675,15
WORLD,,1982.0,Female,15-19,233589.7785,15
WORLD,,1983.0,Female,15-19,235944.041,15
WORLD,,1984.0,Female,15-19,238396.6465,15
WORLD,,1985.0,Female,15-19,241779.4875,15
WORLD,,1986.0,Female,15-19,245526.984,15
WORLD,,1987.0,Female,15-19,249271.1995,15
WORLD,,1988.0,Female,15-19,251910.3165,15
WORLD,,1989.0,Female,15-19,253175.7545,15
WORLD,,1990.0,Female,15-19,253278.209,15
WORLD,,1991.0,Female,15-19,252515.715,15
WORLD,,1992.0,Female,15-19,251729.973,15
WORLD,,1993.0,Female,15-19,251258.18,15
