Country,ISO3,Year,Gender,Age,Population,StartAge
WORLD,,1997.0,Male,85-89,6167.617,85
WORLD,,1998.0,Male,85-89,6439.053,85
WORLD,,1999.0,Male,85-89,6707.8355,85
WORLD,,2000.0,Male,85-89,6918.9255,85
WORLD,,2001.0,Male,85-89,7056.7845,85
WORLD,,2002.0,Male,85-89,7152.5795,85
WORLD,,2003.0,Male,85-89,7248.851,85
WORLD,,2004.0,Male,85-89,7455.7535,85
WORLD,,2005.0,Male,85-89,7857.4985,85
WORLD,,2006.0,Male,85-89,8392.895,85
WORLD,,2007.0,Male,85-89,8948.2505,85
WORLD,,2008.0,Male,85-89,9543.262,85
WORLD,,2009.0,Male,85-89,10145.062,85
WORLD,,2010.0,Male,85-89,10689.1955,85
WORLD,,2011.0,Male,85-89,11252.7985,85
WORLD,,2012.0,Male,85-89,11875.5495,85
WORLD,,2013.0,Male,85-89,12512.7765,85
WORLD,,2014.0,Male,85-89,13171.8985,85
WORLD,,2015.0,Male,85-89,13831.138,85
WORLD,,2016.0,Male,85-89,14413.913,85
WORLD,,2017.0,Male,85-89,14915.714,85
WORLD,,2018.0,Male,85-89,15428.926,85
WORLD,,2019.0,Male,85-89,15955.9695,85
WORLD,,2020.0,Male,85-89,16353.919,85
WORLD,,2021.0,Male,85-89,16645.3995,85
WORLD,,1950.0,Female,85-89,2515.701,85
WORLD,,1951.0,Female,85-89,2496.754,85
WORLD,,1952.0,Female,85-89,2487.726,85
WORLD,,1953.0,Female,85-89,2490.91,85
WORLD,,1954.0,Female,85-89,2514.77,85
WORLD,,1955.0,Female,85-89,2558.2055,85
WORLD,,1956.0,Female,85-89,2599.7685,85
WORLD,,1957.0,Female,85-89,2661.232,85
WORLD,,1958.0,Female,85-89,2757.6685,85
WORLD,,1959.0,Female,85-89,2848.783,85
WORLD,,1960.0,Female,85-89,2925.1015,85
WORLD,,1961.0,Female,85-89,3017.6945,85
WORLD,,1962.0,Female,85-89,3109.4215,85
WORLD,,1963.0,Female,85-89,3190.042,85
WORLD,,1964.0,Female,85-89,3293.9785,85
WORLD,,1965.0,Female,85-89,3419.2645,85
WORLD,,1966.0,Female,85-89,3547.622,85
WORLD,,1967.0,Female,85-89,3685.999,85
WORLD,,1968.0,Female,85-89,3830.3015,85
WORLD,,1969.0,Female,85-89,3982.854,85
WORLD,,1970.0,Female,85-89,4150.211,85
WORLD,,1971.0,Female,85-89,4328.949,85
WORLD,,1972.0,Female,85-89,4534.332,85
WORLD,,1973.0,Female,85-89,4765.86,85
WORLD,,1974.0,Female,85-89,4998.166,85
WORLD,,1975.0,Female,85-89,5207.044,85
WORLD,,1976.0,Female,85-89,5393.067,85
WORLD,,1977.0,Female,85-89,5580.5045,85
WORLD,,1978.0,Female,85-89,5781.588,85
WORLD,,1979.0,Female,85-89,6017.7135,85
WORLD,,1980.0,Female,85-89,6294.6235,85
WORLD,,1981.0,Female,85-89,6600.583,85
WORLD,,1982.0,Female,85-89,6937.5875,85
WORLD,,1983.0,Female,85-89,7289.522,85
WORLD,,1984.0,Female,85-89,7626.644,85
WORLD,,1985.0,Female,85-89,7990.421,85
WORLD,,1986.0,Female,85-89,8384.3065,85
WORLD,,1987.0,Female,85-89,8818.8535,85
WORLD,,1988.0,Female,85-89,9264.5165,85
WORLD,,1989.0,Female,85-89,9691.7985,85
WORLD,,1990.0,Female,85-89,10121.595,85
WORLD,,1991.0,Female,85-89,10534.292,85
WORLD,,1992.0,Female,85-89,10957.285,85
WORLD,,1993.0,Female,85-89,11411.754,85
WORLD,,1994.0,Female,85-89,11886.508,85
WORLD,,1995.0,Female,85-89,12356.677,85
WORLD,,1996.0,Female,85-89,12806.577,85
WORLD,,1997.0,Female,85-89,13273.164,85
WORLD,,1998.0,Female,85-89,13744.5535,85
WORLD,,1999.0,Female,85-89,14178.897,85
WORLD,,2000.0,Female,85-89,14463.3995,85
WORLD,,2001.0,Female,85-89,14564.776,85
WORLD,,2002.0,Female,85-89,14552.9685,85
WORLD,,2003.0,Female,85-89,14550.091,85
WORLD,,2004.0,Female,85-89,14786.783,85
WORLD,,2005.0,Female,85-89,15447.0515,85
WORLD,,2006.0,Female,85-89,16434.074,85
WORLD,,2007.0,Female,85-89,17504.679,85
WORLD,,2008.0,Female,85-89,18642.934,85
WORLD,,2009.0,Female,85-89,19745.9685,85
WORLD,,2010.0,Female,85-89,20661.1365,85
WORLD,,2011.0,Female,85-89,21481.3745,85
WORLD,,2012.0,Female,85-89,22292.9795,85
WORLD,,2013.0,Female,85-89,23066.6565,85
WORLD,,2014.0,Female,85-89,23843.8925,85
WORLD,,2015.0,Female,85-89,24636.4215,85
WORLD,,2016.0,Female,85-89,25368.1075,85
WORLD,,2017.0,Female,85-89,26082.314,85
WORLD,,2018.0,Female,85-89,26821.887,85
WORLD,,2019.0,Female,85-89,27579.1455,85
WORLD,,2020.0,Female,85-89,28294.726,85
WORLD,,2021.0,Female,85-89,28894.267,85
WORLD,,1950.0,Male,90-94,319.7885,90
WORLD,,1951.0,Male,90-94,317.677,90
WORLD,,1952.0,Male,90-94,317.437,90
WORLD,,1953.0,Male,90-94,319.986,90
WORLD,,1954.0,Male,90-94,324.595,90
WORLD,,1955.0,Male,90-94,331.2955,90
WORLD,,1956.0,Male,90-94,337.3935,90
WORLD,,1957.0,Male,90-94,343.124,90
WORLD,,1958.0,Male,90-94,355.6845,90
WORLD,,1959.0,Male,90-94,372.4415,90
WORLD,,1960.0,Male,90-94,384.3115,90
WORLD,,1961.0,Male,90-94,392.3075,90
WORLD,,1962.0,Male,90-94,400.4285,90
WORLD,,1963.0,Male,90-94,409.1875,90
WORLD,,1964.0,Male,90-94,420.886,90
WORLD,,1965.0,Male,90-94,434.989,90
WORLD,,1966.0,Male,90-94,449.4325,90
WORLD,,1967.0,Male,90-94,464.535,90
WORLD,,1968.0,Male,90-94,477.9855,90
WORLD,,1969.0,Male,90-94,492.633,90
WORLD,,1970.0,Male,90-94,511.213,90
WORLD,,1971.0,Male,90-94,529.423,90
WORLD,,1972.0,Male,90-94,547.8095,90
WORLD,,1973.0,Male,90-94,569.2735,90
WORLD,,1974.0,Male,90-94,596.307,90
WORLD,,1975.0,Male,90-94,626.877,90
WORLD,,1976.0,Male,90-94,652.4415,90
WORLD,,1977.0,Male,90-94,679.608,90
WORLD,,1978.0,Male,90-94,714.2375,90
WORLD,,1979.0,Male,90-94,749.4785,90
WORLD,,1980.0,Male,90-94,775.941,90
WORLD,,1981.0,Male,90-94,794.5545,90
WORLD,,1982.0,Male,90-94,814.966,90
WORLD,,1983.0,Male,90-94,835.014,90
WORLD,,1984.0,Male,90-94,858.0945,90
WORLD,,1985.0,Male,90-94,888.6275,90
WORLD,,1986.0,Male,90-94,925.724,90
WORLD,,1987.0,Male,90-94,971.7845,90
WORLD,,1988.0,Male,90-94,1022.888,90
WORLD,,1989.0,Male,90-94,1072.036,90
WORLD,,1990.0,Male,90-94,1124.6315,90
WORLD,,1991.0,Male,90-94,1180.2445,90
WORLD,,1992.0,Male,90-94,1241.4205,90
WORLD,,1993.0,Male,90-94,1303.208,90
WORLD,,1994.0,Male,90-94,1363.6005,90
WORLD,,1995.0,Male,90-94,1430.51,90
WORLD,,1996.0,Male,90-94,1499.4435,90
WORLD,,1997.0,Male,90-94,1577.587,90
WORLD,,1998.0,Male,90-94,1669.4035,90
WORLD,,1999.0,Male,90-94,1768.3085,90
WORLD,,2000.0,Male,90-94,1869.0305,90
WORLD,,2001.0,Male,90-94,1971.4125,90
WORLD,,2002.0,Male,90-94,2077.6495,90
WORLD,,2003.0,Male,90-94,2184.429,90
WORLD,,2004.0,Male,90-94,2294.8965,90
WORLD,,2005.0,Male,90-94,2385.5765,90
WORLD,,2006.0,Male,90-94,2447.15,90
WORLD,,2007.0,Male,90-94,2498.839,90
WORLD,,2008.0,Male,90-94,2554.363,90
WORLD,,2009.0,Male,90-94,2659.8915,90
WORLD,,2010.0,Male,90-94,2845.7155,90
WORLD,,2011.0,Male,90-94,3080.6795,90
WORLD,,2012.0,Male,90-94,3313.6505,90
WORLD,,2013.0,Male,90-94,3565.9055,90
WORLD,,2014.0,Male,90-94,3837.712,90
WORLD,,2015.0,Male,90-94,4086.3875,90
WORLD,,2016.0,Male,90-94,4340.1405,90
WORLD,,2017.0,Male,90-94,4613.993,90
WORLD,,2018.0,Male,90-94,4891.9405,90
WORLD,,2019.0,Male,90-94,5183.7175,90
WORLD,,2020.0,Male,90-94,5448.2315,90
WORLD,,2021.0,Male,90-94,5626.6725,90
WORLD,,1950.0,Female,90-94,649.521,90
WORLD,,1951.0,Female,90-94,649.1505,90
WORLD,,1952.0,Female,90-94,649.1235,90
WORLD,,1953.0,Female,90-94,652.55,90
WORLD,,1954.0,Female,90-94,657.823,90
WORLD,,1955.0,Female,90-94,665.407,90
WORLD,,1956.0,Female,90-94,671.8705,90
WORLD,,1957.0,Female,90-94,679.439,90
WORLD,,1958.0,Female,90-94,704.599,90
WORLD,,1959.0,Female,90-94,736.1905,90
WORLD,,1960.0,Female,90-94,758.1325,90
WORLD,,1961.0,Female,90-94,777.1835,90
WORLD,,1962.0,Female,90-94,798.849,90
WORLD,,1963.0,Female,90-94,826.2755,90
WORLD,,1964.0,Female,90-94,860.5645,90
WORLD,,1965.0,Female,90-94,900.0635,90
WORLD,,1966.0,Female,90-94,941.581,90
WORLD,,1967.0,Female,90-94,982.6805,90
WORLD,,1968.0,Female,90-94,1019.0165,90
WORLD,,1969.0,Female,90-94,1059.3065,90
WORLD,,1970.0,Female,90-94,1110.2925,90
WORLD,,1971.0,Female,90-94,1164.3345,90
WORLD,,1972.0,Female,90-94,1221.9995,90
WORLD,,1973.0,Female,90-94,1284.993,90
WORLD,,1974.0,Female,90-94,1356.1035,90
WORLD,,1975.0,Female,90-94,1435.666,90
WORLD,,1976.0,Female,90-94,1512.686,90
WORLD,,1977.0,Female,90-94,1598.113,90
WORLD,,1978.0,Female,90-94,1701.4625,90
WORLD,,1979.0,Female,90-94,1808.6665,90
WORLD,,1980.0,Female,90-94,1899.5275,90
WORLD,,1981.0,Female,90-94,1978.1665,90
WORLD,,1982.0,Female,90-94,2062.6295,90
WORLD,,1983.0,Female,90-94,2148.7445,90
WORLD,,1984.0,Female,90-94,2247.4885,90
WORLD,,1985.0,Female,90-94,2365.9375,90
WORLD,,1986.0,Female,90-94,2497.4735,90
WORLD,,1987.0,Female,90-94,2644.758,90
WORLD,,1988.0,Female,90-94,2803.775,90
WORLD,,1989.0,Female,90-94,2956.577,90
WORLD,,1990.0,Female,90-94,3123.4345,90
WORLD,,1991.0,Female,90-94,3302.0545,90
WORLD,,1992.0,Female,90-94,3497.749,90
WORLD,,1993.0,Female,90-94,3695.3985,90
WORLD,,1994.0,Female,90-94,3878.0145,90
WORLD,,1995.0,Female,90-94,4068.4225,90
WORLD,,1996.0,Female,90-94,4251.724,90
WORLD,,1997.0,Female,90-94,4438.2105,90
WORLD,,1998.0,Female,90-94,4650.3355,90
WORLD,,1999.0,Female,90-94,4870.139,90
WORLD,,2000.0,Female,90-94,5089.8655,90
WORLD,,2001.0,Female,90-94,5319.4585,90
WORLD,,2002.0,Female,90-94,5560.5005,90
WORLD,,2003.0,Female,90-94,5798.8895,90
WORLD,,2004.0,Female,90-94,6046.096,90
WORLD,,2005.0,Female,90-94,6236.627,90
WORLD,,2006.0,Female,90-94,6328.2685,90
WORLD,,2007.0,Female,90-94,6377.245,90
WORLD,,2008.0,Female,90-94,6439.7825,90
WORLD,,2009.0,Female,90-94,6625.6465,90
WORLD,,2010.0,Female,90-94,7025.9305,90
WORLD,,2011.0,Female,90-94,7564.2445,90
WORLD,,2012.0,Female,90-94,8103.8125,90
WORLD,,2013.0,Female,90-94,8677.0985,90
WORLD,,2014.0,Female,90-94,9257.148,90
WORLD,,2015.0,Female,90-94,9738.879,90
WORLD,,2016.0,Female,90-94,10174.3035,90
WORLD,,2017.0,Female,90-94,10608.617,90
WORLD,,2018.0,Female,90-94,11029.112,90
WORLD,,2019.0,Female,90-94,11473.842,90
WORLD,,2020.0,Female,90-94,11921.6405,90
WORLD,,2021.0,Female,90-94,12275.325,90
WORLD,,1950.0,Male,95-99,46.666,95
WORLD,,1951.0,Male,95-99,42.488,95
WORLD,,1952.0,Male,95-99,41.7405,95
WORLD,,1953.0,Male,95-99,41.8305,95
WORLD,,1954.0,Male,95-99,42.423,95
WORLD,,1955.0,Male,95-99,44.0885,95
WORLD,,1956.0,Male,95-99,45.743,95
WORLD,,1957.0,Male,95-99,46.8115,95
WORLD,,1958.0,Male,95-99,50.808,95
WORLD,,1959.0,Male,95-99,54.981,95
WORLD,,1960.0,Male,95-99,55.532,95
WORLD,,1961.0,Male,95-99,55.8195,95
WORLD,,1962.0,Male,95-99,56.105,95
WORLD,,1963.0,Male,95-99,56.231,95
WORLD,,1964.0,Male,95-99,57.926,95
WORLD,,1965.0,Male,95-99,60.799,95
WORLD,,1966.0,Male,95-99,63.14,95
WORLD,,1967.0,Male,95-99,65.6085,95
WORLD,,1968.0,Male,95-99,68.075,95
WORLD,,1969.0,Male,95-99,70.304,95
WORLD,,1970.0,Male,95-99,73.3975,95
WORLD,,1971.0,Male,95-99,77.376,95
WORLD,,1972.0,Male,95-99,81.844,95
WORLD,,1973.0,Male,95-99,85.8805,95
WORLD,,1974.0,Male,95-99,90.258,95
WORLD,,1975.0,Male,95-99,95.333,95
WORLD,,1976.0,Male,95-99,99.4165,95
WORLD,,1977.0,Male,95-99,103.536,95
WORLD,,1978.0,Male,95-99,108.7715,95
WORLD,,1979.0,Male,95-99,115.199,95
WORLD,,1980.0,Male,95-99,121.9545,95
WORLD,,1981.0,Male,95-99,127.314,95
WORLD,,1982.0,Male,95-99,132.9,95
WORLD,,1983.0,Male,95-99,139.181,95
WORLD,,1984.0,Male,95-99,144.99,95
WORLD,,1985.0,Male,95-99,150.2395,95
WORLD,,1986.0,Male,95-99,155.281,95
WORLD,,1987.0,Male,95-99,161.1255,95
WORLD,,1988.0,Male,95-99,166.41,95
WORLD,,1989.0,Male,95-99,172.0245,95
WORLD,,1990.0,Male,95-99,178.459,95
WORLD,,1991.0,Male,95-99,184.601,95
WORLD,,1992.0,Male,95-99,190.84,95
WORLD,,1993.0,Male,95-99,198.677,95
WORLD,,1994.0,Male,95-99,208.914,95
WORLD,,1995.0,Male,95-99,221.2175,95
WORLD,,1996.0,Male,95-99,234.2425,95
WORLD,,1997.0,Male,95-99,249.4955,95
WORLD,,1998.0,Male,95-99,266.08,95
WORLD,,1999.0,Male,95-99,282.274,95
WORLD,,2000.0,Male,95-99,300.842,95
WORLD,,2001.0,Male,95-99,319.36,95
WORLD,,2002.0,Male,95-99,337.446,95
WORLD,,2003.0,Male,95-99,356.377,95
WORLD,,2004.0,Male,95-99,377.555,95
WORLD,,2005.0,Male,95-99,400.6035,95
WORLD,,2006.0,Male,95-99,424.8485,95
WORLD,,2007.0,Male,95-99,451.3665,95
WORLD,,2008.0,Male,95-99,478.4365,95
WORLD,,2009.0,Male,95-99,506.868,95
WORLD,,2010.0,Male,95-99,531.113,95
WORLD,,2011.0,Male,95-99,549.594,95
WORLD,,2012.0,Male,95-99,564.936,95
WORLD,,2013.0,Male,95-99,583.2545,95
WORLD,,2014.0,Male,95-99,618.9885,95
WORLD,,2015.0,Male,95-99,676.056,95
WORLD,,2016.0,Male,95-99,742.5995,95
WORLD,,2017.0,Male,95-99,806.0455,95
WORLD,,2018.0,Male,95-99,878.8895,95
WORLD,,2019.0,Male,95-99,953.549,95
WORLD,,2020.0,Male,95-99,1013.4925,95
WORLD,,2021.0,Male,95-99,1069.1625,95
WORLD,,1950.0,Female,95-99,113.2665,95
WORLD,,1951.0,Female,95-99,104.978,95
WORLD,,1952.0,Female,95-99,102.823,95
WORLD,,1953.0,Female,95-99,102.3285,95
WORLD,,1954.0,Female,95-99,103.004,95
WORLD,,1955.0,Female,95-99,106.159,95
WORLD,,1956.0,Female,95-99,109.388,95
WORLD,,1957.0,Female,95-99,111.85,95
WORLD,,1958.0,Female,95-99,122.597,95
WORLD,,1959.0,Female,95-99,133.2585,95
WORLD,,1960.0,Female,95-99,134.689,95
WORLD,,1961.0,Female,95-99,136.2595,95
WORLD,,1962.0,Female,95-99,138.1055,95
WORLD,,1963.0,Female,95-99,139.47,95
WORLD,,1964.0,Female,95-99,144.1985,95
WORLD,,1965.0,Female,95-99,152.4345,95
WORLD,,1966.0,Female,95-99,159.82,95
WORLD,,1967.0,Female,95-99,167.2585,95
WORLD,,1968.0,Female,95-99,175.107,95
WORLD,,1969.0,Female,95-99,182.6325,95
WORLD,,1970.0,Female,95-99,192.1275,95
WORLD,,1971.0,Female,95-99,203.3435,95
WORLD,,1972.0,Female,95-99,214.5945,95
WORLD,,1973.0,Female,95-99,224.6985,95
WORLD,,1974.0,Female,95-99,236.5415,95
WORLD,,1975.0,Female,95-99,252.6845,95
WORLD,,1976.0,Female,95-99,268.562,95
WORLD,,1977.0,Female,95-99,284.828,95
WORLD,,1978.0,Female,95-99,303.898,95
WORLD,,1979.0,Female,95-99,325.55,95
WORLD,,1980.0,Female,95-99,348.0895,95
WORLD,,1981.0,Female,95-99,369.8175,95
WORLD,,1982.0,Female,95-99,394.706,95
WORLD,,1983.0,Female,95-99,422.7035,95
WORLD,,1984.0,Female,95-99,451.331,95
WORLD,,1985.0,Female,95-99,478.1775,95
WORLD,,1986.0,Female,95-99,502.8465,95
WORLD,,1987.0,Female,95-99,528.4915,95
WORLD,,1988.0,Female,95-99,553.3605,95
WORLD,,1989.0,Female,95-99,581.4905,95
WORLD,,1990.0,Female,95-99,615.785,95
WORLD,,1991.0,Female,95-99,652.727,95
WORLD,,1992.0,Female,95-99,691.5295,95
WORLD,,1993.0,Female,95-99,732.547,95
WORLD,,1994.0,Female,95-99,773.509,95
WORLD,,1995.0,Female,95-99,820.0315,95
WORLD,,1996.0,Female,95-99,870.6945,95
WORLD,,1997.0,Female,95-99,927.438,95
WORLD,,1998.0,Female,95-99,984.732,95
WORLD,,1999.0,Female,95-99,1032.8705,95
WORLD,,2000.0,Female,95-99,1085.8805,95
WORLD,,2001.0,Female,95-99,1142.5305,95
WORLD,,2002.0,Female,95-99,1199.394,95
WORLD,,2003.0,Female,95-99,1261.4155,95
WORLD,,2004.0,Female,95-99,1335.636,95
WORLD,,2005.0,Female,95-99,1418.755,95
WORLD,,2006.0,Female,95-99,1504.455,95
WORLD,,2007.0,Female,95-99,1598.289,95
WORLD,,2008.0,Female,95-99,1689.519,95
WORLD,,2009.0,Female,95-99,1778.4855,95
WORLD,,2010.0,Female,95-99,1849.266,95
WORLD,,2011.0,Female,95-99,1890.908,95
WORLD,,2012.0,Female,95-99,1919.118,95
WORLD,,2013.0,Female,95-99,1957.8215,95
WORLD,,2014.0,Female,95-99,2044.3825,95
WORLD,,2015.0,Female,95-99,2202.3015,95
WORLD,,2016.0,Female,95-99,2400.0405,95
WORLD,,2017.0,Female,95-99,2586.48,95
WORLD,,2018.0,Female,95-99,2778.961,95
WORLD,,2019.0,Female,95-99,2964.3735,95
WORLD,,2020.0,Female,95-99,3115.8625,95
WORLD,,2021.0,Female,95-99,3252.813,95
WORLD,,1950.0,Male,100+,4.0905,100+
WORLD,,1951.0,Male,100+,4.28,100+
WORLD,,1952.0,Male,100+,4.341,100+
WORLD,,1953.0,Male,100+,4.2465,100+
WORLD,,1954.0,Male,100+,4.0775,100+
WORLD,,1955.0,Male,100+,3.915,100+
WORLD,,1956.0,Male,100+,3.921,100+
WORLD,,1957.0,Male,100+,4.054,100+
WORLD,,1958.0,Male,100+,4.4415,100+
WORLD,,1959.0,Male,100+,5.01,100+
WORLD,,1960.0,Male,100+,5.409,100+
WORLD,,1961.0,Male,100+,5.6705,100+
WORLD,,1962.0,Male,100+,5.7825,100+
WORLD,,1963.0,Male,100+,5.789,100+
WORLD,,1964.0,Male,100+,5.888,100+
WORLD,,1965.0,Male,100+,5.97,100+
WORLD,,1966.0,Male,100+,6.0365,100+
WORLD,,1967.0,Male,100+,6.164,100+
WORLD,,1968.0,Male,100+,6.271,100+
WORLD,,1969.0,Male,100+,6.4995,100+
WORLD,,1970.0,Male,100+,6.872,100+
WORLD,,1971.0,Male,100+,7.184,100+
WORLD,,1972.0,Male,100+,7.539,100+
WORLD,,1973.0,Male,100+,8.0035,100+
WORLD,,1974.0,Male,100+,8.6595,100+
WORLD,,1975.0,Male,100+,9.4595,100+
WORLD,,1976.0,Male,100+,10.0125,100+
WORLD,,1977.0,Male,100+,10.3385,100+
WORLD,,1978.0,Male,100+,10.589,100+
WORLD,,1979.0,Male,100+,10.9975,100+
WORLD,,1980.0,Male,100+,11.7155,100+
WORLD,,1981.0,Male,100+,12.4515,100+
WORLD,,1982.0,Male,100+,13.1515,100+
WORLD,,1983.0,Male,100+,13.7685,100+
WORLD,,1984.0,Male,100+,14.2235,100+
WORLD,,1985.0,Male,100+,14.7065,100+
WORLD,,1986.0,Male,100+,15.6905,100+
WORLD,,1987.0,Male,100+,17.2215,100+
WORLD,,1988.0,Male,100+,18.6905,100+
WORLD,,1989.0,Male,100+,20.0145,100+
WORLD,,1990.0,Male,100+,20.9795,100+
WORLD,,1991.0,Male,100+,21.1905,100+
WORLD,,1992.0,Male,100+,20.942,100+
WORLD,,1993.0,Male,100+,20.5865,100+
WORLD,,1994.0,Male,100+,20.6585,100+
WORLD,,1995.0,Male,100+,21.2675,100+
WORLD,,1996.0,Male,100+,22.296,100+
WORLD,,1997.0,Male,100+,23.7655,100+
WORLD,,1998.0,Male,100+,25.8895,100+
WORLD,,1999.0,Male,100+,28.3505,100+
WORLD,,2000.0,Male,100+,30.87,100+
WORLD,,2001.0,Male,100+,33.1495,100+
WORLD,,2002.0,Male,100+,35.0805,100+
WORLD,,2003.0,Male,100+,36.7575,100+
WORLD,,2004.0,Male,100+,38.2175,100+
WORLD,,2005.0,Male,100+,39.932,100+
WORLD,,2006.0,Male,100+,41.897,100+
WORLD,,2007.0,Male,100+,44.321,100+
WORLD,,2008.0,Male,100+,46.8755,100+
WORLD,,2009.0,Male,100+,49.5575,100+
WORLD,,2010.0,Male,100+,52.6705,100+
WORLD,,2011.0,Male,100+,56.3635,100+
WORLD,,2012.0,Male,100+,60.519,100+
WORLD,,2013.0,Male,100+,64.909,100+
WORLD,,2014.0,Male,100+,69.6145,100+
WORLD,,2015.0,Male,100+,73.8395,100+
WORLD,,2016.0,Male,100+,78.844,100+
WORLD,,2017.0,Male,100+,83.657,100+
WORLD,,2018.0,Male,100+,87.3045,100+
WORLD,,2019.0,Male,100+,93.3745,100+
WORLD,,2020.0,Male,100+,103.22,100+
WORLD,,2021.0,Male,100+,113.2575,100+
WORLD,,1950.0,Female,100+,10.3785,100+
WORLD,,1951.0,Female,100+,11.391,100+
WORLD,,1952.0,Female,100+,11.8285,100+
WORLD,,1953.0,Female,100+,11.8015,100+
WORLD,,1954.0,Female,100+,11.3485,100+
WORLD,,1955.0,Female,100+,10.7645,100+
WORLD,,1956.0,Female,100+,10.5925,100+
WORLD,,1957.0,Female,100+,10.8125,100+
WORLD,,1958.0,Female,100+,11.92,100+
WORLD,,1959.0,Female,100+,13.573,100+
WORLD,,1960.0,Female,100+,14.789,100+
WORLD,,1961.0,Female,100+,15.6685,100+
WORLD,,1962.0,Female,100+,16.0945,100+
WORLD,,1963.0,Female,100+,16.2985,100+
WORLD,,1964.0,Female,100+,16.721,100+
WORLD,,1965.0,Female,100+,17.093,100+
WORLD,,1966.0,Female,100+,17.4,100+
WORLD,,1967.0,Female,100+,17.9755,100+
WORLD,,1968.0,Female,100+,18.579,100+
WORLD,,1969.0,Female,100+,19.353,100+
WORLD,,1970.0,Female,100+,20.529,100+
WORLD,,1971.0,Female,100+,21.549,100+
WORLD,,1972.0,Female,100+,22.636,100+
WORLD,,1973.0,Female,100+,23.9635,100+
WORLD,,1974.0,Female,100+,25.5615,100+
WORLD,,1975.0,Female,100+,27.584,100+
WORLD,,1976.0,Female,100+,29.439,100+
WORLD,,1977.0,Female,100+,31.1275,100+
WORLD,,1978.0,Female,100+,32.8485,100+
WORLD,,1979.0,Female,100+,34.9245,100+
WORLD,,1980.0,Female,100+,37.6935,100+
WORLD,,1981.0,Female,100+,40.803,100+
WORLD,,1982.0,Female,100+,44.334,100+
WORLD,,1983.0,Female,100+,47.918,100+
WORLD,,1984.0,Female,100+,51.393,100+
WORLD,,1985.0,Female,100+,54.9625,100+
WORLD,,1986.0,Female,100+,59.3865,100+
WORLD,,1987.0,Female,100+,64.9835,100+
WORLD,,1988.0,Female,100+,70.806,100+
WORLD,,1989.0,Female,100+,76.495,100+
WORLD,,1990.0,Female,100+,81.463,100+
WORLD,,1991.0,Female,100+,85.3695,100+
WORLD,,1992.0,Female,100+,88.694,100+
WORLD,,1993.0,Female,100+,91.33,100+
WORLD,,1994.0,Female,100+,94.9805,100+
WORLD,,1995.0,Female,100+,100.636,100+
WORLD,,1996.0,Female,100+,107.1765,100+
WORLD,,1997.0,Female,100+,114.3595,100+
WORLD,,1998.0,Female,100+,122.5605,100+
WORLD,,1999.0,Female,100+,130.15,100+
WORLD,,2000.0,Female,100+,138.098,100+
WORLD,,2001.0,Female,100+,147.238,100+
WORLD,,2002.0,Female,100+,157.1895,100+
WORLD,,2003.0,Female,100+,166.1185,100+
WORLD,,2004.0,Female,100+,174.2775,100+
WORLD,,2005.0,Female,100+,183.938,100+
WORLD,,2006.0,Female,100+,194.482,100+
WORLD,,2007.0,Female,100+,207.6785,100+
WORLD,,2008.0,Female,100+,222.505,100+
WORLD,,2009.0,Female,100+,238.367,100+
WORLD,,2010.0,Female,100+,255.5495,100+
WORLD,,2011.0,Female,100+,273.3575,100+
WORLD,,2012.0,Female,100+,292.199,100+
WORLD,,2013.0,Female,100+,311.7745,100+
WORLD,,2014.0,Female,100+,332.132,100+
WORLD,,2015.0,Female,100+,348.6395,100+
WORLD,,2016.0,Female,100+,362.3225,100+
WORLD,,2017.0,Female,100+,375.493,100+
WORLD,,2018.0,Female,100+,388.617,100+
WORLD,,2019.0,Female,100+,410.1975,100+
WORLD,,2020.0,Female,100+,444.323,100+
WORLD,,2021.0,Female,100+,479.9085,100+
